0 0 0
0 1 0
0 2 0
0 3 0
0 4 0
0 5 0
0 6 0
0 7 0
0 8 0
0 9 0
0 10 0
0 11 0
0 12 0
0 13 0
0 14 0
0 15 0
0 16 0
0 17 0
0 18 0
0 19 0
0 20 0
0 21 0
0 22 0
0 23 0
0 24 0
0 25 0
0 26 0
0 27 0
0 28 0
0 29 0

1 0 0
1 1 0
1 2 0
1 3 0
1 4 0
1 5 0
1 6 0
1 7 0
1 8 0
1 9 0
1 10 0
1 11 0
1 12 0
1 13 0
1 14 0
1 15 0
1 16 0
1 17 0
1 18 0
1 19 0
1 20 0
1 21 0
1 22 0
1 23 0
1 24 0
1 25 0
1 26 0
1 27 0
1 28 0
1 29 0

2 0 0
2 1 0
2 2 0
2 3 0
2 4 0
2 5 0
2 6 0
2 7 0
2 8 0
2 9 0.511899
2 10 0.540842
2 11 0.565736
2 12 0.585887
2 13 0.600719
2 14 0.609798
2 15 0.612854
2 16 0.609798
2 17 0.600719
2 18 0.585887
2 19 0.565736
2 20 0.540842
2 21 0.511899
2 22 0
2 23 0
2 24 0
2 25 0
2 26 0
2 27 0
2 28 0
2 29 0

3 0 0
3 1 0
3 2 0
3 3 0
3 4 0.551768
3 5 0.612854
3 6 0.673931
3 7 0.73372
3 8 0.790865
3 9 0.843979
3 10 0.891698
3 11 0.932741
3 12 0.965964
3 13 0.990418
3 14 1.00539
3 15 1.01043
3 16 1.00539
3 17 0.990418
3 18 0.965964
3 19 0.932741
3 20 0.891698
3 21 0.843979
3 22 0.790865
3 23 0.73372
3 24 0.673931
3 25 0.612854
3 26 0.551768
3 27 0
3 28 0
3 29 0

4 0 0.519635
4 1 0.600719
4 2 0.687545
4 3 0.77909
4 4 0.874041
4 5 0.970806
4 6 1.06756
4 7 1.16227
4 8 1.25279
4 9 1.33692
4 10 1.41251
4 11 1.47753
4 12 1.53016
4 13 1.5689
4 14 1.59261
4 15 1.60059
4 16 1.59261
4 17 1.5689
4 18 1.53016
4 19 1.47753
4 20 1.41251
4 21 1.33692
4 22 1.25279
4 23 1.16227
4 24 1.06756
4 25 0.970806
4 26 0.874041
4 27 0.77909
4 28 0.687545
4 29 0.600719

5 0 0.790865
5 1 0.914271
5 2 1.04642
5 3 1.18575
5 4 1.33026
5 5 1.47753
5 6 1.62478
5 7 1.76892
5 8 1.9067
5 9 2.03475
5 10 2.14979
5 11 2.24874
5 12 2.32884
5 13 2.3878
5 14 2.42389
5 15 2.43604
5 16 2.42389
5 17 2.3878
5 18 2.32884
5 19 2.24874
5 20 2.14979
5 21 2.03475
5 22 1.9067
5 23 1.76892
5 24 1.62478
5 25 1.47753
5 26 1.33026
5 27 1.18575
5 28 1.04642
5 29 0.914271

6 0 1.15647
6 1 1.33692
6 2 1.53016
6 3 1.7339
6 4 1.94521
6 5 2.16057
6 6 2.37589
6 7 2.58667
6 8 2.78813
6 9 2.97538
6 10 3.14361
6 11 3.2883
6 12 3.40543
6 13 3.49164
6 14 3.54441
6 15 3.56218
6 16 3.54441
6 17 3.49164
6 18 3.40543
6 19 3.2883
6 20 3.14361
6 21 2.97538
6 22 2.78813
6 23 2.58667
6 24 2.37589
6 25 2.16057
6 26 1.94521
6 27 1.7339
6 28 1.53016
6 29 1.33692

7 0 1.62478
7 1 1.87831
7 2 2.14979
7 3 2.43604
7 4 2.73292
7 5 3.03549
7 6 3.338
7 7 3.63414
7 8 3.91718
7 9 4.18025
7 10 4.41661
7 11 4.61989
7 12 4.78445
7 13 4.90557
7 14 4.97971
7 15 5.00467
7 16 4.97971
7 17 4.90557
7 18 4.78445
7 19 4.61989
7 20 4.41661
7 21 4.18025
7 22 3.91718
7 23 3.63414
7 24 3.338
7 25 3.03549
7 26 2.73292
7 27 2.43604
7 28 2.14979
7 29 1.87831

8 0 2.19322
8 1 2.53545
8 2 2.90192
8 3 3.2883
8 4 3.68906
8 5 4.09748
8 6 4.50583
8 7 4.90557
8 8 5.28764
8 9 5.64275
8 10 5.9618
8 11 6.2362
8 12 6.45834
8 13 6.62183
8 14 6.72191
8 15 6.7556
8 16 6.72191
8 17 6.62183
8 18 6.45834
8 19 6.2362
8 20 5.9618
8 21 5.64275
8 22 5.28764
8 23 4.90557
8 24 4.50583
8 25 4.09748
8 26 3.68906
8 27 3.2883
8 28 2.90192
8 29 2.53545

9 0 2.84446
9 1 3.2883
9 2 3.76358
9 3 4.2647
9 4 4.78445
9 5 5.31414
9 6 5.84374
9 7 6.36218
9 8 6.8577
9 9 7.31825
9 10 7.73203
9 11 8.08792
9 12 8.37601
9 13 8.58805
9 14 8.71784
9 15 8.76154
9 16 8.71784
9 17 8.58805
9 18 8.37601
9 19 8.08792
9 20 7.73203
9 21 7.31825
9 22 6.8577
9 23 6.36218
9 24 5.84374
9 25 5.31414
9 26 4.78445
9 27 4.2647
9 28 3.76358
9 29 3.2883

10 0 3.54441
10 1 4.09748
10 2 4.68971
10 3 5.31414
10 4 5.9618
10 5 6.62183
10 6 7.28175
10 7 7.92777
10 8 8.54522
10 9 9.11911
10 10 9.63471
10 11 10.0782
10 12 10.4372
10 13 10.7014
10 14 10.8631
10 15 10.9176
10 16 10.8631
10 17 10.7014
10 18 10.4372
10 19 10.0782
10 20 9.63471
10 21 9.11911
10 22 8.54522
10 23 7.92777
10 24 7.28175
10 25 6.62183
10 26 5.9618
10 27 5.31414
10 28 4.68971
10 29 4.09748

11 0 4.24343
11 1 4.90557
11 2 5.61461
11 3 6.36218
11 4 7.13757
11 5 7.92777
11 6 8.71784
11 7 9.49126
11 8 10.2305
11 9 10.9176
11 10 11.5348
11 11 12.0658
11 12 12.4955
11 13 12.8119
11 14 13.0055
11 15 13.0707
11 16 13.0055
11 17 12.8119
11 18 12.4955
11 19 12.0658
11 20 11.5348
11 21 10.9176
11 22 10.2305
11 23 9.49126
11 24 8.71784
11 25 7.92777
11 26 7.13757
11 27 6.36218
11 28 5.61461
11 29 4.90557

12 0 4.88111
12 1 5.64275
12 2 6.45834
12 3 7.31825
12 4 8.21015
12 5 9.11911
12 6 10.0279
12 7 10.9176
12 8 11.7679
12 9 12.5582
12 10 13.2682
12 11 13.8789
12 12 14.3733
12 13 14.7372
12 14 14.9599
12 15 15.0349
12 16 14.9599
12 17 14.7372
12 18 14.3733
12 19 13.8789
12 20 13.2682
12 21 12.5582
12 22 11.7679
12 23 10.9176
12 24 10.0279
12 25 9.11911
12 26 8.21015
12 27 7.31825
12 28 6.45834
12 29 5.64275

13 0 5.39446
13 1 6.2362
13 2 7.13757
13 3 8.08792
13 4 9.07362
13 5 10.0782
13 6 11.0825
13 7 12.0658
13 8 13.0055
13 9 13.8789
13 10 14.6637
13 11 15.3386
13 12 15.8849
13 13 16.2871
13 14 16.5332
13 15 16.6161
13 16 16.5332
13 17 16.2871
13 18 15.8849
13 19 15.3386
13 20 14.6637
13 21 13.8789
13 22 13.0055
13 23 12.0658
13 24 11.0825
13 25 10.0782
13 26 9.07362
13 27 8.08792
13 28 7.13757
13 29 6.2362

14 0 5.72803
14 1 6.62183
14 2 7.57893
14 3 8.58805
14 4 9.63471
14 5 10.7014
14 6 11.7679
14 7 12.8119
14 8 13.8097
14 9 14.7372
14 10 15.5704
14 11 16.2871
14 12 16.8672
14 13 17.2942
14 14 17.5556
14 15 17.6436
14 16 17.5556
14 17 17.2942
14 18 16.8672
14 19 16.2871
14 20 15.5704
14 21 14.7372
