Un ciel
1 1 1 405.193 285872 284.491 101313 1286.37 1312.5 0
1 1 2 411.832 285862 284.481 101301 1286.21 1311.65 0
1 1 3 416.271 285853 284.472 101290 1286.07 1310.9 0
1 1 4 418.448 285845 284.464 101280 1285.94 1310.24 0
1 1 5 418.825 285838 284.457 101271 1285.83 1309.66 0
1 1 6 418.008 285832 284.451 101263 1285.73 1309.12 0
1 1 7 416.529 285826 284.445 101256 1285.64 1308.62 0
1 1 8 414.772 285820 284.439 101249 1285.54 1308.12 0
1 1 9 412.977 285814 284.433 101241 1285.45 1307.63 0
1 1 10 411.276 285808 284.427 101234 1285.36 1307.14 0
1 1 11 409.733 285802 284.421 101227 1285.26 1306.63 0
1 1 12 408.369 285796 284.415 101219 1285.17 1306.13 0
1 1 13 407.182 285790 284.409 101211 1285.07 1305.61 0
1 1 14 406.159 285784 284.403 101204 1284.97 1305.09 0
1 1 15 405.28 285777 284.396 101196 1284.87 1304.56 0
1 1 16 404.529 285771 284.39 101188 1284.77 1304.02 0
1 1 17 403.886 285764 284.384 101180 1284.67 1303.48 0
1 1 18 403.338 285758 284.377 101172 1284.57 1302.94 0
1 1 19 402.87 285751 284.371 101164 1284.47 1302.4 0
1 1 20 402.471 285745 284.364 101156 1284.36 1301.85 0
1 1 21 402.133 285738 284.358 101148 1284.26 1301.3 0
1 1 22 401.845 285732 284.351 101139 1284.16 1300.75 0
1 1 23 401.601 285725 284.344 101131 1284.05 1300.19 0
1 1 24 401.396 285718 284.338 101123 1283.95 1299.64 0
1 1 25 401.223 285712 284.331 101115 1283.84 1299.08 0
1 1 26 401.077 285705 284.324 101106 1283.74 1298.52 0
1 1 27 400.954 285698 284.318 101098 1283.63 1297.97 0
1 1 28 400.848 285692 284.311 101090 1283.53 1297.41 0
1 2 1 403.246 285873 284.492 101315 1286.38 1312.58 0
1 2 2 410.655 285863 284.481 101302 1286.22 1311.7 0
1 2 3 415.526 285853 284.472 101290 1286.07 1310.93 0
1 2 4 417.855 285845 284.464 101280 1285.95 1310.26 0
1 2 5 418.267 285838 284.457 101272 1285.84 1309.68 0
1 2 6 417.492 285832 284.451 101264 1285.74 1309.14 0
1 2 7 416.112 285826 284.445 101256 1285.64 1308.63 0
1 2 8 414.51 285820 284.439 101249 1285.55 1308.13 0
1 2 9 412.906 285814 284.433 101241 1285.45 1307.64 0
1 2 10 411.411 285808 284.427 101234 1285.36 1307.13 0
1 2 11 410.068 285802 284.421 101226 1285.26 1306.62 0
1 2 12 408.884 285796 284.415 101219 1285.16 1306.1 0
1 2 13 407.849 285790 284.409 101211 1285.07 1305.58 0
1 2 14 406.947 285783 284.402 101203 1284.97 1305.05 0
1 2 15 406.158 285777 284.396 101195 1284.87 1304.52 0
1 2 16 405.467 285770 284.39 101187 1284.77 1303.98 0
1 2 17 404.858 285764 284.383 101179 1284.66 1303.44 0
1 2 18 404.321 285757 284.377 101171 1284.56 1302.9 0
1 2 19 403.847 285751 284.37 101163 1284.46 1302.36 0
1 2 20 403.428 285744 284.364 101155 1284.36 1301.81 0
1 2 21 403.061 285738 284.357 101147 1284.25 1301.26 0
1 2 22 402.74 285731 284.351 101139 1284.15 1300.71 0
1 2 23 402.461 285725 284.344 101131 1284.04 1300.16 0
1 2 24 402.223 285718 284.337 101122 1283.94 1299.6 0
1 2 25 402.02 285711 284.331 101114 1283.84 1299.05 0
1 2 26 401.851 285705 284.324 101106 1283.73 1298.49 0
1 2 27 401.712 285698 284.317 101098 1283.62 1297.93 0
1 2 28 401.599 285691 284.311 101089 1283.52 1297.38 0
1 3 1 401.773 285874 284.492 101316 1286.39 1312.64 0
1 3 2 410.339 285863 284.481 101302 1286.22 1311.72 0
1 3 3 415.663 285853 284.472 101290 1286.07 1310.92 0
1 3 4 417.951 285845 284.464 101280 1285.95 1310.26 0
1 3 5 418.162 285839 284.457 101272 1285.84 1309.68 0
1 3 6 417.239 285832 284.451 101264 1285.74 1309.15 0
1 3 7 415.835 285826 284.445 101256 1285.64 1308.65 0
1 3 8 414.323 285820 284.439 101249 1285.55 1308.14 0
1 3 9 412.885 285814 284.433 101241 1285.45 1307.64 0
1 3 10 411.59 285808 284.427 101234 1285.36 1307.12 0
1 3 11 410.45 285802 284.421 101226 1285.26 1306.6 0
1 3 12 409.452 285795 284.415 101218 1285.16 1306.08 0
1 3 13 408.574 285789 284.408 101211 1285.06 1305.55 0
1 3 14 407.793 285783 284.402 101203 1284.96 1305.02 0
1 3 15 407.092 285776 284.395 101195 1284.86 1304.48 0
1 3 16 406.454 285770 284.389 101187 1284.76 1303.94 0
1 3 17 405.871 285763 284.383 101179 1284.66 1303.4 0
1 3 18 405.337 285757 284.376 101171 1284.55 1302.86 0
1 3 19 404.847 285750 284.37 101163 1284.45 1302.31 0
1 3 20 404.4 285744 284.363 101155 1284.35 1301.77 0
1 3 21 403.996 285737 284.357 101146 1284.25 1301.22 0
1 3 22 403.634 285731 284.35 101138 1284.14 1300.67 0
1 3 23 403.316 285724 284.343 101130 1284.04 1300.12 0
1 3 24 403.039 285718 284.337 101122 1283.93 1299.57 0
1 3 25 402.805 285711 284.33 101114 1283.83 1299.02 0
1 3 26 402.612 285704 284.324 101105 1283.72 1298.46 0
1 3 27 402.457 285698 284.317 101097 1283.62 1297.9 0
1 3 28 402.339 285691 284.31 101089 1283.51 1297.35 0
1 4 1 400.81 285874 284.493 101316 1286.4 1312.68 0
1 4 2 410.86 285862 284.481 101301 1286.21 1311.69 0
1 4 3 416.501 285853 284.472 101290 1286.06 1310.89 0
1 4 4 418.448 285845 284.464 101280 1285.94 1310.24 0
1 4 5 418.211 285838 284.457 101272 1285.84 1309.68 0
1 4 6 416.999 285832 284.451 101264 1285.74 1309.16 0
1 4 7 415.518 285826 284.445 101257 1285.65 1308.66 0
1 4 8 414.095 285820 284.439 101249 1285.55 1308.15 0
1 4 9 412.843 285814 284.433 101242 1285.45 1307.64 0
1 4 10 411.777 285808 284.427 101234 1285.35 1307.12 0
1 4 11 410.866 285802 284.421 101226 1285.26 1306.59 0
1 4 12 410.073 285795 284.414 101218 1285.16 1306.05 0
1 4 13 409.363 285789 284.408 101210 1285.05 1305.52 0
1 4 14 408.709 285782 284.401 101202 1284.95 1304.98 0
1 4 15 408.093 285776 284.395 101194 1284.85 1304.44 0
1 4 16 407.503 285769 284.389 101186 1284.75 1303.9 0
1 4 17 406.937 285763 284.382 101178 1284.65 1303.36 0
1 4 18 406.393 285756 284.376 101170 1284.55 1302.82 0
1 4 19 405.876 285750 284.369 101162 1284.44 1302.27 0
1 4 20 405.389 285743 284.363 101154 1284.34 1301.73 0
1 4 21 404.939 285737 284.356 101146 1284.24 1301.18 0
1 4 22 404.529 285730 284.35 101138 1284.13 1300.64 0
1 4 23 404.163 285724 284.343 101130 1284.03 1300.09 0
1 4 24 403.845 285717 284.336 101121 1283.93 1299.54 0
1 4 25 403.575 285710 284.33 101113 1283.82 1298.98 0
1 4 26 403.356 285704 284.323 101105 1283.72 1298.43 0
1 4 27 403.186 285697 284.317 101097 1283.61 1297.87 0
1 4 28 403.064 285690 284.31 101088 1283.51 1297.32 0
1 5 1 400.416 285874 284.493 101316 1286.4 1312.7 0
1 5 2 412.09 285862 284.481 101301 1286.2 1311.64 0
1 5 3 417.652 285852 284.471 101289 1286.05 1310.84 0
1 5 4 418.856 285845 284.464 101280 1285.94 1310.22 0
1 5 5 417.967 285839 284.457 101272 1285.84 1309.69 0
1 5 6 416.432 285833 284.451 101264 1285.74 1309.19 0
1 5 7 414.928 285827 284.445 101257 1285.65 1308.68 0
1 5 8 413.678 285820 284.439 101249 1285.55 1308.17 0
1 5 9 412.697 285814 284.433 101242 1285.45 1307.64 0
1 5 10 411.927 285808 284.427 101234 1285.35 1307.11 0
1 5 11 411.297 285801 284.42 101226 1285.25 1306.57 0
1 5 12 410.744 285795 284.414 101218 1285.15 1306.03 0
1 5 13 410.222 285788 284.407 101210 1285.05 1305.48 0
1 5 14 409.703 285782 284.401 101202 1284.95 1304.94 0
1 5 15 409.17 285775 284.394 101193 1284.84 1304.39 0
1 5 16 408.622 285769 284.388 101185 1284.74 1303.85 0
1 5 17 408.061 285762 284.382 101177 1284.64 1303.31 0
1 5 18 407.495 285756 284.375 101169 1284.54 1302.77 0
1 5 19 406.938 285749 284.369 101161 1284.43 1302.23 0
1 5 20 406.399 285743 284.362 101153 1284.33 1301.69 0
1 5 21 405.891 285736 284.356 101145 1284.23 1301.14 0
1 5 22 405.422 285730 284.349 101137 1284.13 1300.6 0
1 5 23 405.002 285723 284.343 101129 1284.02 1300.05 0
1 5 24 404.635 285717 284.336 101121 1283.92 1299.5 0
1 5 25 404.327 285710 284.33 101113 1283.82 1298.95 0
1 5 26 404.079 285703 284.323 101104 1283.71 1298.4 0
1 5 27 403.893 285697 284.316 101096 1283.61 1297.84 0
1 5 28 403.768 285690 284.31 101088 1283.5 1297.29 0
1 6 1 400.518 285874 284.493 101316 1286.4 1312.7 0
1 6 2 413.551 285861 284.48 101300 1286.19 1311.58 0
1 6 3 418.344 285852 284.471 101288 1286.05 1310.81 0
