0 0 0 0 -100 20 0 0 400
0 0 1 -6.8965517241379 -100 20 0 0 400
0 0 2 -13.793103448276 -100 20 0 0 400
0 0 3 -20.689655172414 -100 20 0 0 400
0 0 4 -27.586206896552 -100 20 0 0 400
0 0 5 -34.48275862069 -100 20 0 0 400
0 0 6 -41.379310344828 -100 20 0 0 400
0 0 7 -48.275862068966 -100 20 0 0 400
0 0 8 -55.172413793103 -100 20 0 0 400
0 0 9 -62.068965517241 -100 20 0 0 400
0 0 10 -68.965517241379 -100 20 0 0 400
0 0 11 -75.862068965517 -100 20 0 0 400
0 0 12 -82.758620689655 -100 20 0 0 400
0 0 13 -89.655172413793 -100 20 0 0 400
0 0 14 -96.551724137931 -100 20 0 0 400
0 0 15 -103.44827586207 -100 20 0 0 400
0 0 16 -110.34482758621 -100 20 0 0 400
0 0 17 -117.24137931034 -100 20 0 0 400
0 0 18 -124.13793103448 -100 20 0 0 400
0 0 19 -131.03448275862 -100 20 0 0 400
0 0 20 -137.93103448276 -100 20 0 0 400
0 0 21 -144.8275862069 -100 20 0 0 400
0 0 22 -151.72413793103 -100 20 0 0 400
0 0 23 -158.62068965517 -100 20 0 0 400
0 0 24 -165.51724137931 -100 20 0 0 400
0 0 25 -172.41379310345 -100 20 0 0 400
0 0 26 -179.31034482759 -100 20 0 0 400
0 0 27 -186.20689655172 -100 20 0 0 400
0 0 28 -193.10344827586 -100 20 0 0 400
0 0 29 -200 -100 20 0 0 400

0 1 0 0 -93.103448275862 20 0 0 400
0 1 1 -6.8965517241379 -93.103448275862 20 0 0 400
0 1 2 -13.793103448276 -93.103448275862 20 0 0 400
0 1 3 -20.689655172414 -93.103448275862 20 0 0 400
0 1 4 -27.586206896552 -93.103448275862 20 0 0 400
0 1 5 -34.48275862069 -93.103448275862 20 0 0 400
0 1 6 -41.379310344828 -93.103448275862 20 0 0 400
0 1 7 -48.275862068966 -93.103448275862 20 0 0 400
0 1 8 -55.172413793103 -93.103448275862 20 0 0 400
0 1 9 -62.068965517241 -93.103448275862 20 0 0 400
0 1 10 -68.965517241379 -93.103448275862 20 0 0 400
0 1 11 -75.862068965517 -93.103448275862 20 0 0 400
0 1 12 -82.758620689655 -93.103448275862 20 0 0 400
0 1 13 -89.655172413793 -93.103448275862 20 0 0 400
0 1 14 -96.551724137931 -93.103448275862 20 0 0 400
0 1 15 -103.44827586207 -93.103448275862 20 0 0 400
0 1 16 -110.34482758621 -93.103448275862 20 0 0 400
0 1 17 -117.24137931034 -93.103448275862 20 0 0 400
0 1 18 -124.13793103448 -93.103448275862 20 0 0 400
0 1 19 -131.03448275862 -93.103448275862 20 0 0 400
0 1 20 -137.93103448276 -93.103448275862 20 0 0 400
0 1 21 -144.8275862069 -93.103448275862 20 0 0 400
0 1 22 -151.72413793103 -93.103448275862 20 0 0 400
0 1 23 -158.62068965517 -93.103448275862 20 0 0 400
0 1 24 -165.51724137931 -93.103448275862 20 0 0 400
0 1 25 -172.41379310345 -93.103448275862 20 0 0 400
0 1 26 -179.31034482759 -93.103448275862 20 0 0 400
0 1 27 -186.20689655172 -93.103448275862 20 0 0 400
0 1 28 -193.10344827586 -93.103448275862 20 0 0 400
0 1 29 -200 -93.103448275862 20 0 0 400

0 2 0 0 -86.206896551724 20 0 0 400
0 2 1 -6.8965517241379 -86.206896551724 20 0 0 400
0 2 2 -13.793103448276 -86.206896551724 20 0 0 400
0 2 3 -20.689655172414 -86.206896551724 20 0 0 400
0 2 4 -27.586206896552 -86.206896551724 20 0 0 400
0 2 5 -34.48275862069 -86.206896551724 20 0 0 400
0 2 6 -41.379310344828 -86.206896551724 20 0 0 400
0 2 7 -48.275862068966 -86.206896551724 20 0 0 400
0 2 8 -55.172413793103 -86.206896551724 20 0 0 400
0 2 9 -62.068965517241 -86.206896551724 20 0 0 400
0 2 10 -68.965517241379 -86.206896551724 20 0 0 400
0 2 11 -75.862068965517 -86.206896551724 20 0 0 400
0 2 12 -82.758620689655 -86.206896551724 20 0 0 400
0 2 13 -89.655172413793 -86.206896551724 20 0 0 400
0 2 14 -96.551724137931 -86.206896551724 20 0 0 400
0 2 15 -103.44827586207 -86.206896551724 20 0 0 400
0 2 16 -110.34482758621 -86.206896551724 20 0 0 400
0 2 17 -117.24137931034 -86.206896551724 20 0 0 400
0 2 18 -124.13793103448 -86.206896551724 20 0 0 400
0 2 19 -131.03448275862 -86.206896551724 20 0 0 400
0 2 20 -137.93103448276 -86.206896551724 20 0 0 400
0 2 21 -144.8275862069 -86.206896551724 20 0 0 400
0 2 22 -151.72413793103 -86.206896551724 20 0 0 400
0 2 23 -158.62068965517 -86.206896551724 20 0 0 400
0 2 24 -165.51724137931 -86.206896551724 20 0 0 400
0 2 25 -172.41379310345 -86.206896551724 20 0 0 400
0 2 26 -179.31034482759 -86.206896551724 20 0 0 400
0 2 27 -186.20689655172 -86.206896551724 20 0 0 400
0 2 28 -193.10344827586 -86.206896551724 20 0 0 400
0 2 29 -200 -86.206896551724 20 0 0 400

0 3 0 0 -79.310344827586 20 0 0 400
0 3 1 -6.8965517241379 -79.310344827586 20 0 0 400
0 3 2 -13.793103448276 -79.310344827586 20 0 0 400
0 3 3 -20.689655172414 -79.310344827586 20 0 0 400
0 3 4 -27.586206896552 -79.310344827586 20 0 0 400
0 3 5 -34.48275862069 -79.310344827586 20 0 0 400
0 3 6 -41.379310344828 -79.310344827586 20 0 0 400
0 3 7 -48.275862068966 -79.310344827586 20 0 0 400
0 3 8 -55.172413793103 -79.310344827586 20 0 0 400
0 3 9 -62.068965517241 -79.310344827586 20 0 0 400
0 3 10 -68.965517241379 -79.310344827586 20 0 0 400
0 3 11 -75.862068965517 -79.310344827586 20 0 0 400
